"Story","Title","Result","Date","Stability","Duration (s)"
"Crear simulacion de seleccion de productos y añadirlos al carrito de compras","Simular seleccion de productos al carrito de compras","SUCCESS","2023-11-16T21:22:19.83-05:00[America/Bogota]","0.0","26.42"
